trade_id,timestamp_ns,symbol,side,quantity,price,venue,strategy,account,status
INT_002538,1700000002538000000,UNH,Buy,30,412.41,NYSE,market_neutral,ACC020,active
INT_002539,1700000002539000000,MA,Buy,9569,273.45,NYSE,stat_arb,ACC008,active
INT_002540,1700000002540000000,WMT,Buy,2334,173.96,NASDAQ,mean_revert,ACC018,active
INT_002541,1700000002541000000,V,Sell,6356,188.13,NYSE,momentum,ACC001,active
INT_002542,1700000002542000000,GS,Buy,2568,61.54,NASDAQ,stat_arb,ACC014,active
INT_002543,1700000002543000000,AMZN,Sell,2663,265.69,NASDAQ,mean_revert,ACC002,active
INT_002544,1700000002544000000,META,Buy,7269,373.48,NYSE,pairs,ACC014,active
INT_002545,1700000002545000000,HD,Buy,6765,152.69,NYSE,mean_revert,ACC017,active
INT_002546,1700000002546000000,AMZN,Sell,5243,167.48,NYSE,stat_arb,ACC008,active
INT_002547,1700000002547000000,BAC,Buy,4101,76.39,NYSE,market_neutral,ACC012,active
INT_002548,1700000002548000000,UNH,Sell,9257,461.39,NASDAQ,mean_revert,ACC014,active
INT_002549,1700000002549000000,BAC,Buy,6086,249.27,NASDAQ,mean_revert,ACC010,active
INT_002550,1700000002550000000,JNJ,Buy,4042,163.08,NYSE,momentum,ACC009,active
INT_002551,1700000002551000000,WMT,Sell,54,99.75,NYSE,stat_arb,ACC017,active
INT_002552,1700000002552000000,AMZN,Buy,3405,61.99,NASDAQ,market_neutral,ACC008,active
INT_002553,1700000002553000000,AMZN,Sell,6541,174.28,NYSE,pairs,ACC006,active
INT_002554,1700000002554000000,JNJ,Buy,8929,55.91,NYSE,mean_revert,ACC015,active
INT_002555,1700000002555000000,AMZN,Buy,9721,63.72,NYSE,mean_revert,ACC002,active
INT_002556,1700000002556000000,WMT,Buy,3212,278.76,NASDAQ,pairs,ACC004,active
INT_002557,1700000002557000000,JPM,Buy,7578,370.68,NASDAQ,stat_arb,ACC002,active
INT_002558,1700000002558000000,BAC,Sell,8704,479.25,NASDAQ,mean_revert,ACC007,active
INT_002559,1700000002559000000,UNH,Buy,1881,366.83,NYSE,stat_arb,ACC019,active
INT_002560,1700000002560000000,JNJ,Buy,5726,289.26,NASDAQ,pairs,ACC014,active
INT_002561,1700000002561000000,JNJ,Sell,8139,63.36,NYSE,market_neutral,ACC001,active
INT_002562,1700000002562000000,V,Buy,3292,323.13,NYSE,pairs,ACC009,active
INT_002563,1700000002563000000,JNJ,Sell,7166,420.44,NYSE,mean_revert,ACC019,active
INT_002564,1700000002564000000,MSFT,Buy,2274,364.76,NASDAQ,stat_arb,ACC002,active
INT_002565,1700000002565000000,GOOG,Sell,6612,236.66,NYSE,mean_revert,ACC011,active
INT_002566,1700000002566000000,HD,Buy,1121,407.8,NYSE,pairs,ACC019,active
INT_002567,1700000002567000000,PG,Sell,2046,461.27,NYSE,stat_arb,ACC009,active
INT_002568,1700000002568000000,HD,Buy,8920,395.72,NYSE,market_neutral,ACC009,active
INT_002569,1700000002569000000,HD,Buy,5171,162.18,NYSE,mean_revert,ACC006,active
INT_002570,1700000002570000000,GOOG,Sell,9985,275.83,NASDAQ,market_neutral,ACC016,active
INT_002571,1700000002571000000,UNH,Sell,3674,341.61,NYSE,pairs,ACC019,active
INT_002572,1700000002572000000,WMT,Buy,6802,222.0,NASDAQ,stat_arb,ACC014,active
INT_002573,1700000002573000000,UNH,Buy,2442,147.33,NASDAQ,stat_arb,ACC016,active
INT_002574,1700000002574000000,PG,Sell,4077,154.98,NYSE,mean_revert,ACC014,active
INT_002575,1700000002575000000,META,Buy,8454,351.38,NASDAQ,market_neutral,ACC019,active
INT_002576,1700000002576000000,AMZN,Sell,250,80.15,NASDAQ,momentum,ACC014,active
INT_002577,1700000002577000000,TSLA,Buy,3521,260.27,NASDAQ,market_neutral,ACC006,active
INT_002578,1700000002578000000,AMZN,Buy,6739,74.72,NYSE,stat_arb,ACC009,active
INT_002579,1700000002579000000,AMZN,Buy,3863,216.22,NASDAQ,momentum,ACC004,active
INT_002580,1700000002580000000,MSFT,Sell,377,378.93,NASDAQ,market_neutral,ACC001,active
INT_002581,1700000002581000000,MSFT,Sell,4270,186.85,NYSE,momentum,ACC004,active
INT_002582,1700000002582000000,WMT,Sell,8561,280.92,NYSE,market_neutral,ACC015,active
INT_002583,1700000002583000000,XOM,Sell,7180,469.63,NYSE,stat_arb,ACC001,active
INT_002584,1700000002584000000,GS,Buy,6871,263.44,NASDAQ,stat_arb,ACC006,active
INT_002585,1700000002585000000,NVDA,Sell,9241,88.31,NASDAQ,stat_arb,ACC003,active
INT_002586,1700000002586000000,META,Sell,9683,171.69,NYSE,market_neutral,ACC014,active
INT_002587,1700000002587000000,CVX,Buy,7601,376.79,NASDAQ,market_neutral,ACC016,active
INT_002588,1700000002588000000,GOOG,Sell,716,314.98,NYSE,stat_arb,ACC009,active
INT_002589,1700000002589000000,MSFT,Sell,1853,209.57,NYSE,pairs,ACC018,active
INT_002590,1700000002590000000,JPM,Buy,7997,177.85,NYSE,mean_revert,ACC013,active
INT_002591,1700000002591000000,MA,Buy,7550,311.47,NASDAQ,momentum,ACC010,active
INT_002592,1700000002592000000,GOOG,Sell,4647,425.79,NASDAQ,pairs,ACC018,active
INT_002593,1700000002593000000,JPM,Sell,7043,61.53,NASDAQ,market_neutral,ACC010,active
INT_002594,1700000002594000000,TSLA,Buy,7283,55.23,NASDAQ,stat_arb,ACC013,active
INT_002595,1700000002595000000,TSLA,Buy,5835,311.0,NYSE,pairs,ACC009,active
INT_002596,1700000002596000000,CVX,Buy,15,276.14,NYSE,mean_revert,ACC018,active
INT_002597,1700000002597000000,UNH,Buy,683,446.15,NYSE,mean_revert,ACC013,active
INT_002598,1700000002598000000,PG,Buy,8647,250.33,NYSE,pairs,ACC001,active
INT_002599,1700000002599000000,KO,Buy,1471,184.95,NYSE,stat_arb,ACC019,active
INT_002600,1700000002600000000,JPM,Sell,9835,338.04,NYSE,momentum,ACC014,active
INT_002601,1700000002601000000,AMZN,Buy,3505,263.8,NASDAQ,stat_arb,ACC011,active
INT_002602,1700000002602000000,META,Buy,727,463.26,NASDAQ,market_neutral,ACC017,active
INT_002603,1700000002603000000,AMZN,Sell,5456,400.89,NYSE,momentum,ACC012,active
INT_002604,1700000002604000000,GS,Sell,8129,115.09,NYSE,market_neutral,ACC004,active
INT_002605,1700000002605000000,JNJ,Sell,527,442.87,NASDAQ,mean_revert,ACC001,active
INT_002606,1700000002606000000,HD,Sell,6597,430.31,NASDAQ,pairs,ACC003,active
INT_002607,1700000002607000000,XOM,Buy,4248,317.55,NYSE,market_neutral,ACC018,active
INT_002608,1700000002608000000,AAPL,Sell,7574,425.0,NYSE,stat_arb,ACC009,active
INT_002609,1700000002609000000,MSFT,Sell,4447,236.16,NYSE,momentum,ACC011,active
INT_002610,1700000002610000000,KO,Buy,6473,331.97,NASDAQ,market_neutral,ACC014,active
INT_002611,1700000002611000000,KO,Buy,9541,228.12,NASDAQ,mean_revert,ACC017,active
INT_002612,1700000002612000000,UNH,Sell,1489,197.3,NASDAQ,mean_revert,ACC002,active
INT_002613,1700000002613000000,AMZN,Buy,2218,375.07,NYSE,stat_arb,ACC016,active
INT_002614,1700000002614000000,MA,Buy,6260,450.12,NYSE,mean_revert,ACC004,active
INT_002615,1700000002615000000,MSFT,Sell,1297,240.12,NYSE,momentum,ACC020,active
INT_002616,1700000002616000000,CVX,Sell,3403,239.56,NYSE,pairs,ACC005,active
INT_002617,1700000002617000000,AMZN,Sell,5378,217.57,NYSE,pairs,ACC016,active
INT_002618,1700000002618000000,AAPL,Buy,415,317.35,NASDAQ,momentum,ACC010,active
INT_002619,1700000002619000000,XOM,Sell,2941,71.13,NASDAQ,pairs,ACC009,active
INT_002620,1700000002620000000,CVX,Sell,7077,273.88,NYSE,mean_revert,ACC014,active
INT_002621,1700000002621000000,GS,Buy,245,419.09,NASDAQ,mean_revert,ACC014,active
INT_002622,1700000002622000000,MA,Sell,7269,202.96,NYSE,market_neutral,ACC015,active
INT_002623,1700000002623000000,BAC,Sell,3626,136.53,NYSE,pairs,ACC005,active
INT_002624,1700000002624000000,JPM,Sell,4238,409.52,NASDAQ,momentum,ACC006,active
INT_002625,1700000002625000000,JNJ,Sell,4748,74.39,NASDAQ,mean_revert,ACC020,active
INT_002626,1700000002626000000,KO,Sell,3760,466.41,NYSE,pairs,ACC006,active
INT_002627,1700000002627000000,META,Buy,2875,118.47,NYSE,pairs,ACC014,active
INT_002628,1700000002628000000,PG,Sell,5099,230.56,NASDAQ,market_neutral,ACC003,active
INT_002629,1700000002629000000,UNH,Buy,1708,85.58,NASDAQ,stat_arb,ACC003,active
INT_002630,1700000002630000000,MA,Sell,8749,408.6,NASDAQ,stat_arb,ACC001,active
INT_002631,1700000002631000000,CVX,Buy,1785,263.56,NASDAQ,pairs,ACC016,active
INT_002632,1700000002632000000,CVX,Buy,3219,443.58,NYSE,market_neutral,ACC020,active
INT_002633,1700000002633000000,MA,Sell,233,468.94,NASDAQ,pairs,ACC005,active
INT_002634,1700000002634000000,JNJ,Sell,2698,337.37,NASDAQ,stat_arb,ACC005,active
INT_002635,1700000002635000000,AMZN,Buy,886,141.75,NASDAQ,momentum,ACC016,active
INT_002636,1700000002636000000,V,Buy,7056,205.57,NASDAQ,market_neutral,ACC002,active
INT_002637,1700000002637000000,WMT,Sell,2775,215.82,NASDAQ,market_neutral,ACC006,active
INT_002638,1700000002638000000,BAC,Buy,2031,352.29,NYSE,market_neutral,ACC011,active
INT_002639,1700000002639000000,GS,Sell,4406,71.22,NASDAQ,mean_revert,ACC010,active
INT_002640,1700000002640000000,MA,Sell,7664,202.34,NYSE,momentum,ACC003,active
INT_002641,1700000002641000000,AMZN,Buy,3181,119.37,NASDAQ,mean_revert,ACC018,active
INT_002642,1700000002642000000,KO,Sell,1400,252.84,NASDAQ,momentum,ACC008,active
INT_002643,1700000002643000000,BAC,Buy,8026,126.37,NYSE,market_neutral,ACC018,active
INT_002644,1700000002644000000,UNH,Buy,1202,453.98,NASDAQ,stat_arb,ACC018,active
INT_002645,1700000002645000000,GOOG,Buy,9950,402.82,NYSE,stat_arb,ACC009,active
INT_002646,1700000002646000000,V,Buy,553,223.98,NYSE,mean_revert,ACC018,active
INT_002647,1700000002647000000,XOM,Buy,4380,330.86,NYSE,mean_revert,ACC008,active
INT_002648,1700000002648000000,BAC,Buy,595,436.03,NYSE,market_neutral,ACC003,active
INT_002649,1700000002649000000,UNH,Sell,7778,277.32,NYSE,pairs,ACC012,active
INT_002650,1700000002650000000,META,Sell,4173,164.48,NASDAQ,mean_revert,ACC009,active
INT_002651,1700000002651000000,JNJ,Buy,8721,144.62,NASDAQ,stat_arb,ACC016,active
INT_002652,1700000002652000000,KO,Buy,7388,367.06,NYSE,stat_arb,ACC011,active
INT_002653,1700000002653000000,JPM,Buy,2419,291.48,NASDAQ,market_neutral,ACC013,active
INT_002654,1700000002654000000,KO,Sell,9616,287.46,NYSE,market_neutral,ACC002,active
INT_002655,1700000002655000000,BAC,Sell,7894,310.45,NYSE,pairs,ACC004,active
INT_002656,1700000002656000000,GS,Sell,2263,164.21,NYSE,stat_arb,ACC003,active
INT_002657,1700000002657000000,KO,Sell,4149,128.76,NYSE,momentum,ACC018,active
INT_002658,1700000002658000000,JPM,Sell,2676,284.66,NYSE,market_neutral,ACC004,active
INT_002659,1700000002659000000,TSLA,Buy,9016,274.99,NASDAQ,momentum,ACC019,active
INT_002660,1700000002660000000,NVDA,Buy,8481,440.12,NYSE,market_neutral,ACC018,active
INT_002661,1700000002661000000,NVDA,Buy,2397,104.51,NYSE,stat_arb,ACC006,active
INT_002662,1700000002662000000,JPM,Buy,44,57.32,NASDAQ,pairs,ACC014,active
INT_002663,1700000002663000000,UNH,Buy,752,459.52,NASDAQ,pairs,ACC004,active
INT_002664,1700000002664000000,AAPL,Buy,4851,135.21,NASDAQ,stat_arb,ACC010,active
INT_002665,1700000002665000000,GOOG,Buy,9070,180.21,NASDAQ,momentum,ACC003,active
INT_002666,1700000002666000000,HD,Buy,7916,174.36,NYSE,momentum,ACC011,active
INT_002667,1700000002667000000,BAC,Sell,9655,192.38,NYSE,stat_arb,ACC001,active
INT_002668,1700000002668000000,NVDA,Buy,7498,425.89,NASDAQ,momentum,ACC001,active
INT_002669,1700000002669000000,MA,Sell,5407,478.62,NASDAQ,pairs,ACC003,active
INT_002670,1700000002670000000,V,Buy,764,246.16,NASDAQ,pairs,ACC009,active
INT_002671,1700000002671000000,MSFT,Buy,223,457.24,NASDAQ,mean_revert,ACC010,active
INT_002672,1700000002672000000,MSFT,Buy,3693,494.05,NYSE,pairs,ACC018,active
INT_002673,1700000002673000000,V,Buy,6544,326.35,NASDAQ,market_neutral,ACC016,active
INT_002674,1700000002674000000,GOOG,Buy,6027,397.85,NYSE,pairs,ACC014,active
INT_002675,1700000002675000000,CVX,Buy,4830,299.28,NASDAQ,market_neutral,ACC019,active
INT_002676,1700000002676000000,HD,Sell,2620,224.79,NASDAQ,stat_arb,ACC017,active
INT_002677,1700000002677000000,JPM,Sell,9152,299.94,NYSE,pairs,ACC017,active
INT_002678,1700000002678000000,PG,Buy,5975,63.79,NASDAQ,momentum,ACC012,active
INT_002679,1700000002679000000,WMT,Buy,9338,254.51,NASDAQ,stat_arb,ACC020,active
INT_002680,1700000002680000000,JPM,Buy,374,474.47,NYSE,pairs,ACC012,active
INT_002681,1700000002681000000,WMT,Buy,6238,56.61,NYSE,market_neutral,ACC001,active
INT_002682,1700000002682000000,HD,Sell,2290,473.34,NASDAQ,mean_revert,ACC011,active
INT_002683,1700000002683000000,XOM,Sell,1939,257.26,NASDAQ,mean_revert,ACC003,active
INT_002684,1700000002684000000,TSLA,Sell,4872,223.29,NYSE,stat_arb,ACC004,active
INT_002685,1700000002685000000,CVX,Buy,4602,91.36,NASDAQ,momentum,ACC014,active
INT_002686,1700000002686000000,GS,Buy,2675,113.41,NASDAQ,mean_revert,ACC017,active
INT_002687,1700000002687000000,HD,Buy,7370,74.03,NASDAQ,mean_revert,ACC009,active
INT_002688,1700000002688000000,TSLA,Buy,9079,205.98,NASDAQ,mean_revert,ACC016,active
INT_002689,1700000002689000000,GOOG,Sell,7138,400.78,NYSE,stat_arb,ACC019,active
INT_002690,1700000002690000000,TSLA,Buy,6025,273.63,NYSE,market_neutral,ACC001,active
INT_002691,1700000002691000000,GOOG,Buy,6552,148.8,NASDAQ,pairs,ACC009,active
INT_002692,1700000002692000000,GOOG,Sell,2822,145.07,NYSE,mean_revert,ACC016,active
INT_002693,1700000002693000000,META,Buy,9184,324.96,NASDAQ,stat_arb,ACC002,active
INT_002694,1700000002694000000,MSFT,Sell,8532,343.38,NYSE,momentum,ACC009,active
INT_002695,1700000002695000000,WMT,Buy,1486,111.31,NASDAQ,stat_arb,ACC013,active
INT_002696,1700000002696000000,CVX,Sell,112,266.66,NYSE,mean_revert,ACC018,active
INT_002697,1700000002697000000,GOOG,Buy,1913,308.46,NYSE,market_neutral,ACC006,active
INT_002698,1700000002698000000,WMT,Buy,1421,191.74,NASDAQ,stat_arb,ACC002,active
INT_002699,1700000002699000000,MA,Buy,7228,73.96,NYSE,momentum,ACC002,active
INT_002700,1700000002700000000,GOOG,Sell,1171,414.35,NASDAQ,stat_arb,ACC001,active
INT_002701,1700000002701000000,PG,Sell,1429,444.77,NASDAQ,market_neutral,ACC011,active
INT_002702,1700000002702000000,BAC,Buy,2317,408.85,NASDAQ,pairs,ACC019,active
INT_002703,1700000002703000000,CVX,Buy,6762,205.08,NASDAQ,mean_revert,ACC016,active
INT_002704,1700000002704000000,AMZN,Sell,1453,481.7,NYSE,pairs,ACC007,active
INT_002705,1700000002705000000,BAC,Buy,3503,455.76,NYSE,stat_arb,ACC009,active
INT_002706,1700000002706000000,V,Buy,2528,208.31,NASDAQ,momentum,ACC006,active
INT_002707,1700000002707000000,MSFT,Sell,4872,146.0,NASDAQ,pairs,ACC009,active
INT_002708,1700000002708000000,XOM,Buy,5537,442.11,NYSE,pairs,ACC017,active
INT_002709,1700000002709000000,GOOG,Sell,4482,490.56,NASDAQ,stat_arb,ACC014,active
INT_002710,1700000002710000000,WMT,Buy,9648,296.58,NASDAQ,mean_revert,ACC018,active
INT_002711,1700000002711000000,XOM,Buy,8974,186.64,NYSE,mean_revert,ACC008,active
INT_002712,1700000002712000000,UNH,Sell,6660,461.75,NYSE,mean_revert,ACC011,active
INT_002713,1700000002713000000,GOOG,Sell,7289,467.16,NYSE,pairs,ACC012,active
INT_002714,1700000002714000000,WMT,Sell,5784,86.03,NASDAQ,momentum,ACC007,active
INT_002715,1700000002715000000,HD,Buy,169,317.33,NASDAQ,mean_revert,ACC004,active
INT_002716,1700000002716000000,GOOG,Sell,5080,378.78,NYSE,momentum,ACC004,active
INT_002717,1700000002717000000,MSFT,Buy,7590,400.51,NASDAQ,stat_arb,ACC020,active
INT_002718,1700000002718000000,AAPL,Buy,5392,412.45,NASDAQ,pairs,ACC002,active
INT_002719,1700000002719000000,META,Buy,399,232.76,NASDAQ,momentum,ACC011,active
INT_002720,1700000002720000000,GS,Buy,2912,499.19,NYSE,momentum,ACC006,active
INT_002721,1700000002721000000,WMT,Sell,9281,210.8,NYSE,stat_arb,ACC006,active
INT_002722,1700000002722000000,JNJ,Buy,1303,193.78,NASDAQ,momentum,ACC006,active
INT_002723,1700000002723000000,MA,Sell,7221,335.17,NASDAQ,stat_arb,ACC015,active
INT_002724,1700000002724000000,BAC,Buy,8076,94.95,NASDAQ,momentum,ACC005,active
INT_002725,1700000002725000000,WMT,Buy,5807,368.73,NASDAQ,stat_arb,ACC008,active
INT_002726,1700000002726000000,MSFT,Buy,169,492.16,NASDAQ,market_neutral,ACC007,active
INT_002727,1700000002727000000,BAC,Buy,3340,360.51,NYSE,stat_arb,ACC009,active
INT_002728,1700000002728000000,MA,Buy,524,445.23,NASDAQ,stat_arb,ACC017,active
INT_002729,1700000002729000000,KO,Sell,1065,82.4,NASDAQ,market_neutral,ACC004,active
INT_002730,1700000002730000000,JPM,Sell,2865,481.93,NASDAQ,mean_revert,ACC008,active
INT_002731,1700000002731000000,MA,Sell,2410,70.57,NASDAQ,stat_arb,ACC002,active
INT_002732,1700000002732000000,GOOG,Sell,7987,306.23,NYSE,stat_arb,ACC013,active
INT_002733,1700000002733000000,HD,Sell,8980,76.46,NASDAQ,pairs,ACC016,active
INT_002734,1700000002734000000,GS,Buy,3968,498.25,NASDAQ,momentum,ACC007,active
INT_002735,1700000002735000000,NVDA,Sell,5035,311.47,NASDAQ,momentum,ACC001,active
INT_002736,1700000002736000000,AAPL,Sell,8050,256.31,NYSE,mean_revert,ACC011,active
INT_002737,1700000002737000000,AAPL,Buy,2642,334.8,NYSE,stat_arb,ACC016,active
INT_002738,1700000002738000000,NVDA,Sell,5139,164.8,NASDAQ,momentum,ACC010,active
INT_002739,1700000002739000000,AMZN,Sell,8812,164.65,NYSE,momentum,ACC019,active
INT_002740,1700000002740000000,TSLA,Buy,3636,188.47,NYSE,stat_arb,ACC001,active
INT_002741,1700000002741000000,GOOG,Buy,6920,427.52,NYSE,mean_revert,ACC008,active
INT_002742,1700000002742000000,AAPL,Sell,8372,163.97,NYSE,momentum,ACC004,active
INT_002743,1700000002743000000,MSFT,Sell,6442,249.83,NYSE,market_neutral,ACC001,active
INT_002744,1700000002744000000,BAC,Sell,7489,200.34,NASDAQ,mean_revert,ACC019,active
INT_002745,1700000002745000000,META,Buy,2811,317.04,NASDAQ,mean_revert,ACC006,active
INT_002746,1700000002746000000,UNH,Buy,3793,478.96,NYSE,pairs,ACC006,active
INT_002747,1700000002747000000,AAPL,Buy,7506,216.52,NYSE,stat_arb,ACC009,active
INT_002748,1700000002748000000,WMT,Sell,414,362.71,NYSE,stat_arb,ACC015,active
INT_002749,1700000002749000000,AMZN,Buy,5650,428.83,NYSE,market_neutral,ACC001,active
INT_002750,1700000002750000000,META,Buy,7078,365.19,NYSE,stat_arb,ACC020,active
INT_002751,1700000002751000000,META,Buy,5786,458.11,NYSE,market_neutral,ACC019,active
INT_002752,1700000002752000000,PG,Buy,6007,304.49,NASDAQ,stat_arb,ACC004,active
INT_002753,1700000002753000000,XOM,Sell,3474,290.99,NASDAQ,market_neutral,ACC018,active
INT_002754,1700000002754000000,MSFT,Sell,9332,387.33,NASDAQ,momentum,ACC004,active
INT_002755,1700000002755000000,UNH,Buy,834,387.69,NASDAQ,momentum,ACC016,active
INT_002756,1700000002756000000,CVX,Buy,1110,296.37,NASDAQ,market_neutral,ACC005,active
INT_002757,1700000002757000000,XOM,Sell,2834,411.67,NASDAQ,mean_revert,ACC010,active
INT_002758,1700000002758000000,GOOG,Buy,8429,112.15,NASDAQ,momentum,ACC001,active
INT_002759,1700000002759000000,GOOG,Buy,9040,146.19,NASDAQ,market_neutral,ACC005,active
INT_002760,1700000002760000000,JPM,Buy,2557,76.62,NYSE,mean_revert,ACC009,active
INT_002761,1700000002761000000,PG,Sell,3473,379.01,NYSE,stat_arb,ACC014,active
INT_002762,1700000002762000000,MA,Buy,177,352.91,NYSE,momentum,ACC002,active
INT_002763,1700000002763000000,NVDA,Buy,4548,471.7,NYSE,momentum,ACC005,active
INT_002764,1700000002764000000,TSLA,Sell,8169,211.63,NYSE,stat_arb,ACC008,active
INT_002765,1700000002765000000,MA,Buy,688,454.33,NYSE,market_neutral,ACC003,active
INT_002766,1700000002766000000,JNJ,Sell,780,233.22,NASDAQ,momentum,ACC001,active
INT_002767,1700000002767000000,GOOG,Sell,9756,153.86,NASDAQ,pairs,ACC015,active
INT_002768,1700000002768000000,MA,Sell,9587,93.18,NYSE,momentum,ACC003,active
INT_002769,1700000002769000000,AAPL,Buy,9811,90.35,NYSE,pairs,ACC010,active
INT_002770,1700000002770000000,UNH,Buy,2617,311.92,NYSE,stat_arb,ACC001,active
INT_002771,1700000002771000000,GS,Buy,8877,419.53,NYSE,market_neutral,ACC013,active
INT_002772,1700000002772000000,UNH,Buy,2481,305.37,NYSE,stat_arb,ACC014,active
INT_002773,1700000002773000000,PG,Buy,8219,75.14,NASDAQ,market_neutral,ACC012,active
INT_002774,1700000002774000000,JNJ,Sell,7554,479.32,NYSE,pairs,ACC008,active
INT_002775,1700000002775000000,UNH,Buy,1388,306.65,NASDAQ,mean_revert,ACC012,active
INT_002776,1700000002776000000,GOOG,Sell,9532,179.12,NASDAQ,mean_revert,ACC002,active
INT_002777,1700000002777000000,WMT,Sell,6424,490.86,NASDAQ,market_neutral,ACC007,active
INT_002778,1700000002778000000,JPM,Sell,5642,53.84,NASDAQ,momentum,ACC015,active
INT_002779,1700000002779000000,NVDA,Buy,2777,223.4,NASDAQ,stat_arb,ACC003,active
INT_002780,1700000002780000000,BAC,Buy,4199,147.4,NASDAQ,momentum,ACC011,active
INT_002781,1700000002781000000,CVX,Sell,4377,353.08,NYSE,market_neutral,ACC017,active
INT_002782,1700000002782000000,GOOG,Sell,9744,477.67,NYSE,market_neutral,ACC014,active
INT_002783,1700000002783000000,TSLA,Buy,5107,458.35,NYSE,market_neutral,ACC019,active
INT_002784,1700000002784000000,UNH,Sell,3624,140.46,NASDAQ,momentum,ACC005,active
INT_002785,1700000002785000000,BAC,Sell,3068,450.03,NYSE,mean_revert,ACC018,active
INT_002786,1700000002786000000,JPM,Buy,4032,167.33,NYSE,stat_arb,ACC008,active
INT_002787,1700000002787000000,MSFT,Buy,6003,431.75,NASDAQ,pairs,ACC001,active
INT_002788,1700000002788000000,MA,Sell,6068,438.61,NASDAQ,market_neutral,ACC009,active
INT_002789,1700000002789000000,PG,Sell,7440,230.62,NASDAQ,mean_revert,ACC007,active
INT_002790,1700000002790000000,MA,Buy,7163,216.82,NASDAQ,mean_revert,ACC013,active
INT_002791,1700000002791000000,UNH,Sell,1051,243.91,NASDAQ,momentum,ACC003,active
INT_002792,1700000002792000000,META,Sell,4688,216.47,NYSE,market_neutral,ACC011,active
INT_002793,1700000002793000000,KO,Sell,8333,89.39,NASDAQ,momentum,ACC013,active
INT_002794,1700000002794000000,KO,Buy,5303,403.94,NASDAQ,market_neutral,ACC013,active
INT_002795,1700000002795000000,UNH,Sell,7328,131.78,NYSE,stat_arb,ACC015,active
INT_002796,1700000002796000000,GS,Buy,3935,215.57,NYSE,mean_revert,ACC006,active
INT_002797,1700000002797000000,UNH,Buy,4694,73.69,NASDAQ,market_neutral,ACC019,active
INT_002798,1700000002798000000,NVDA,Buy,2589,473.43,NYSE,mean_revert,ACC011,active
INT_002799,1700000002799000000,BAC,Buy,924,253.76,NASDAQ,momentum,ACC015,active
INT_002800,1700000002800000000,JPM,Buy,306,63.49,NYSE,pairs,ACC017,active
INT_002801,1700000002801000000,MA,Buy,2337,469.36,NYSE,mean_revert,ACC018,active
INT_002802,1700000002802000000,WMT,Buy,9135,176.38,NYSE,momentum,ACC012,active
INT_002803,1700000002803000000,GS,Buy,7103,450.13,NASDAQ,mean_revert,ACC009,active
INT_002804,1700000002804000000,PG,Buy,1852,273.75,NYSE,stat_arb,ACC017,active
INT_002805,1700000002805000000,JNJ,Sell,2428,150.15,NASDAQ,pairs,ACC015,active
INT_002806,1700000002806000000,TSLA,Sell,6568,356.89,NASDAQ,momentum,ACC007,active
INT_002807,1700000002807000000,WMT,Buy,1836,175.4,NYSE,stat_arb,ACC012,active
INT_002808,1700000002808000000,TSLA,Sell,8808,78.3,NASDAQ,mean_revert,ACC017,active
INT_002809,1700000002809000000,GOOG,Buy,424,464.35,NASDAQ,momentum,ACC005,active
INT_002810,1700000002810000000,MSFT,Sell,3062,193.9,NYSE,stat_arb,ACC014,active
INT_002811,1700000002811000000,AAPL,Sell,3724,485.45,NYSE,momentum,ACC013,active
INT_002812,1700000002812000000,XOM,Buy,8109,497.05,NYSE,momentum,ACC004,active
INT_002813,1700000002813000000,NVDA,Sell,5676,207.98,NYSE,market_neutral,ACC013,active
INT_002814,1700000002814000000,META,Buy,9855,340.19,NASDAQ,momentum,ACC012,active
INT_002815,1700000002815000000,TSLA,Sell,5781,422.26,NYSE,momentum,ACC005,active
INT_002816,1700000002816000000,META,Buy,7263,152.08,NYSE,market_neutral,ACC020,active
INT_002817,1700000002817000000,KO,Buy,33,179.3,NASDAQ,momentum,ACC012,active
INT_002818,1700000002818000000,JPM,Buy,3723,240.45,NYSE,market_neutral,ACC012,active
INT_002819,1700000002819000000,GOOG,Sell,6516,91.24,NYSE,market_neutral,ACC015,active
INT_002820,1700000002820000000,GOOG,Buy,6384,323.21,NYSE,market_neutral,ACC006,active
INT_002821,1700000002821000000,NVDA,Sell,642,94.4,NASDAQ,stat_arb,ACC005,active
INT_002822,1700000002822000000,UNH,Buy,5813,340.16,NYSE,market_neutral,ACC018,active
INT_002823,1700000002823000000,META,Buy,8087,349.8,NASDAQ,mean_revert,ACC018,active
INT_002824,1700000002824000000,GS,Sell,7849,140.14,NASDAQ,mean_revert,ACC005,active
INT_002825,1700000002825000000,TSLA,Buy,3560,491.97,NYSE,momentum,ACC006,active
INT_002826,1700000002826000000,XOM,Buy,1748,389.47,NASDAQ,mean_revert,ACC005,active
INT_002827,1700000002827000000,MA,Buy,3026,130.39,NASDAQ,pairs,ACC002,active
INT_002828,1700000002828000000,UNH,Buy,5540,144.98,NYSE,pairs,ACC008,active
INT_002829,1700000002829000000,PG,Buy,1102,434.79,NYSE,market_neutral,ACC002,active
INT_002830,1700000002830000000,GS,Sell,8067,174.1,NYSE,stat_arb,ACC016,active
INT_002831,1700000002831000000,V,Buy,9166,477.4,NYSE,market_neutral,ACC011,active
INT_002832,1700000002832000000,TSLA,Buy,1185,148.89,NASDAQ,momentum,ACC013,active
INT_002833,1700000002833000000,GOOG,Sell,6552,153.16,NASDAQ,mean_revert,ACC013,active
